node,title,subject
5794,"Rechtlos? Menschen ohne Papiere : Anregungen für eine Positionsbestimmung / Jörg Alt, Ralf Fodor ; mit einer Einführung von Cornelia Bührle.","illegal aliens--germany.|deutschland|illegal aliens--popular works--germany|illegaler einwanderer|politik|recht|refugees--popular works--legal status, laws, etc--germany|zeitgeschichte"
5795,"Implementation of Title III of the Illegal Immigration Reform and Immigrant Responsibility Act of 1996 [electronic resource] : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Fifth Congress, first session, February 11, 1997.",united states--emigration and immigration--government policy.|illegal aliens--government policy--united states.
5796,Devolver al remitente [electronic resource] / de Julia Alvarez ; traducción de Liliana Valenzuela.,farm life--vermont--juvenile fiction.|friendship--juvenile fiction.|migrant labor--juvenile fiction.|illegal aliens--juvenile fiction.|mexicans--united states--juvenile fiction.|vermont--juvenile fiction.
5797,"The federal government's border safety enhancement project [electronic resource] : the proposed Otay Mesa ditch : informational hearing / California Legislature, Senate Select Committee on Border Issues, Drug Trafficking and Contraband ; Wadie P. Deddeh, chairman ; Marilyn R. Riley, counsel.",border safety enhancement project.|illegal aliens--california.|drug traffic--california--san diego county.|united states--boundaries--mexico.|mexico--boundaries--united states.
5798,Il mare di mezzo / Gabriele Del Grande.,illegal aliens--european union countries.|european union countries--emigration and immigration.|mediterranean region--emigration and immigration.
5799,Examining the DREAM act through the eyes of undocumented Hispanic college students / Delis Cuellar.,illegal aliens--education--united states.|mexicans--education--united states.|college students--united states--social conditions.
5800,Should American remain a nation of immigrants? / Stuart Anderson.,emigration and immigration law--united states.|immigrants--united states.|illegal aliens--united states.
5801,California's shadow population : the impact of undocumented immigrants from Latin America on state health and social service policies and programs / by Michael Cortes.,illegal aliens--california.
5802,Immigration enforcement : better data and controls are needed to assure consistency with the Supreme Court decision on long-term alien detention.,illegal aliens--government policy--united states.|united states--emigration and immigration--government policy.
5803,"From ""scabs"" to pathfinders : militant Latino workers in Southern California and global economic restructuring / Jose M. Vadi.","foreign workers, mexican--california.|illegal aliens--employment--california.|construction workers--supply and demand--california.|construction workers--political activity--california.|competition, international."
5804,Legalization handbook : how to obtain lawful residence under the new immigration laws / by Sarah Reinhardt with Lory D. Rosenberg ; under the auspices of the National Immigration Project of the National Lawyers Guild.,illegal aliens.|emigration and immigration law.|foreign workers.
5805,The Orange Houses [electronic resource] / Paul Griffin.,"hearing impaired--juvenile fiction.|veterans--juvenile fiction.|illegal aliens--juvenile fiction.|interpersonal relations--juvenile fiction.|mental illness--juvenile fiction.|people with disabilities--juvenile fiction.|africans--united states--juvenile fiction.|bronx (new york, n.y.)--juvenile fiction."
5806,The net national costs of immigration in 1994 / by Donald Huddle.,united states--emigration and immigration--economic aspects.|aliens--economic aspects--united states.|illegal aliens--services for--united states--finance.|foreign workers--united states.
5807,Illegal aliens : limited research suggests illegal aliens may displace native workers / United States General Accounting Office.,illegal aliens--united states.|united states--emigration and immigration.
5808,"Officers need backup [electronic resource] : the role of state and local police in immigration law enforcement / by James R. Edwards, Jr.",illegal aliens--government policy--united states.|law enforcement--united states.|united states.--immigration and naturalization service.|emigration and immigration law--united states.
5809,"Public safety and civil rights implications of state and local enforcement of federal immigration laws [electronic resource] : joint hearing before the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law and the Subcommittee on the Constitution, Civil Rights, and Civil Liberties of the Committee on the Judiciary, House of Representatives, One Hundred Eleventh Congress, first session, April 2, 2009.",illegal aliens--government policy--united states.|illegal aliens--united states--states.|civil rights--united states--states.|hispanic americans--civil rights--united states--states.|discrimination in law enforcement--united states--states.|racial profiling in law enforcement--united states--states.
5810,"Los trabajadores mexicanos en los Estados Unidos [electronic resource] : resultados de la Encuesta Nacional de Emigración a la frontera Norte del País y a los Estados Unidos / Carlos H. Zazueta, Manuel García y Griego.","encuesta nacional de emigración a la frontera norte del país y a los estados unidos.|migration, internal--research--mexico.|mexico--emigration and immigration.|united states--emigration and immigration.|illegal aliens--united states."
5811,"Illegal Mexican migration to the United States : recent research findings, policy implications, and research priorities / Wayne A. Cornelius.",illegal aliens--united states.|united states--emigration and immigration.|mexico--emigration and immigration.|mexicans--united states.
5812,Border security and immigration : building a principled consensus for reform / Mike Pence.,emigration and immigration law--united states.|border patrols--united states.|illegal aliens--government policy--united states.|united states--emigration and immigration--economic aspects.|national security--united states.
