title,subject
Immigration and criminal law in the European Union [electronic resource] : the legal measures and social consequences of criminal law in member states on trafficking and smuggling in human beings / edited by Elspeth Guild and Paul Minderhoud.,human smuggling--europe.|human trafficking--europe.|illegal aliens--europe.
"Trafficking in human beings and illegal migration as perceived by key actors in the criminal procedure / Autor, Violeta Velkoska ; Translator, Sonja Kitanovska.","human trafficking--law and legislation--macedonia.|human trafficking--macedonia.|illegal aliens--macedonia.|criminal justice, administration of--macedonia."
The stone monkey [electronic resource] : a Lincoln Rhyme novel / Jeffery Deaver.,"rhyme, lincoln (fictitious character)--fiction.|police--new york (state)--new york--fiction.|chinatown (new york, n.y.)--fiction.|forensic scientists--fiction.|illegal aliens--fiction.|quadriplegics--fiction."
"A legal guide for INS detainees [microform] : how to complain effectively step by step / prepared by American Bar Association, Commission on Immigration Policy, Practice, and Pro Bono.",emigration and immigration law--united states.|illegal aliens--united states.
Illegal aliens [microform] / Joyce C. Vialet.,illegal aliens--united states.|emigration and immigration law--united states.
Importing revolution / by William R. Hawkins ; [foreword by Samuel T. Francis].,united states--emigration and immigration--government policy.|illegal aliens--united states.
"Australi ya ya ya--- : catatan seorang imigran gelap / Ruhan Tagar ; [editor, Naskah Eko Yulistyo].",australia--description and travel.|australia--social conditions.
"2007 AILA Worksite Enforcement CLE Conference workbook : the new era of worksite enforcement : protections for employers and their employees / editors, Gerard M. Chapman, Maria M. Odom ; Grace E. Akers, managing editor.","illegal aliens--employment--united states--congresses.|immigration enforcement--united states--congresses.|foreign worker certification--government policy--united states--congresses.|foreign workers--legal status, laws, etc.--united states--congresses."
Desierto asesino [videorecording] / Venus Pictures &amp; B.B. Business.,american dream--drama.|illegal aliens--drama.
"Deported : immigrant policing, disposable labor, and global capitalism / Tanya Maria Golash-Boza.",illegal aliens--united states.|deportation--united states.|foreign workers--united states.|united states--emigration and immigration--government policy.|united states--emigration and immigration--economic aspects.
"Immigration Reform and Control Act of 1982 [electronic resource] : Mr. Rodino, from the Committee on the Judiciary, submitted the following report together with additional and dissenting views (to accompany H.R. 6514) (including cost estimate of the Congressional Budget Office).","emigration and immigration law--united states.|refugees--legal status, laws, etc.--united states.|united states.--immigration reform and control act of 1986.|illegal aliens--united states."
Serenade [electronic resource] / James M. Cain.,americans--mexico--fiction.|motion picture industry--fiction.|sexual orientation--fiction.|illegal aliens--fiction.|singers--fiction.|mexico--fiction.|opera--fiction.|psychological fiction.
"Improving security and facilitating commerce at the northern border : joint hearing before the Subcommittee on Criminal Justice, Drug Policy, and Human Resources of the Committee on Government Reform, and the Subcommittee on Infrastructure and Border Security of the Select Committee on Homeland Security, House of Representatives, One Hundred Eighth Congress, first session, May 19, 2003.",united states--boundaries--canada.|canada--boundaries--united states.|terrorism--united states--prevention.|customs administration--united states.|border security--united states.|drug control--united states.|illegal aliens--government policy--united states.
"Human trafficking, smuggling and illegal immigration [ressource électronique] : international management by criminal organizations / edited by Myrianne Coen.",human trafficking--congresses.|smuggling--congresses.|illegal aliens--congresses.
"El Norte es como el mar : entrevistas a trabajadores migrantes en Estados Unidos / Jorge Durand, coordinador ; con la colaboración de María Raquel Carvajal Silva [and others].","foreign workers, mexican--united states--interviews.|illegal aliens--united states--interviews."
"Officers need backup [electronic resource] : the role of state and local police in immigration law enforcement / by James R. Edwards, Jr.",illegal aliens--government policy--united states.|law enforcement--united states.|united states.--immigration and naturalization service.|emigration and immigration law--united states.
"Porno, marihuana y espaldas mojadas : la economía sumergida en Estados Unidos / Eric Schlosser ; traducción de Francisco Ramos.",informal sector (economics)|black market--united states--case studies.|marijuana abuse--united states.|migrant agricultural laborers--california.|illegal aliens--california.|sex-oriented businesses--united states.
La vida en sombras : chronicling the lives and struggles of undocumented Mexican immigrants / Amy Nanney.,illegal aliens--oregon--salem.|immigrants--oregon--salem.|salem (or.)--biography.|mexicans--oregon--salem--biography.
Highwire moon : a novel / Susan Straight.,migrant agricultural laborers--fiction.|mothers and daughters--fiction.|teenage pregnancy--fiction.|illegal aliens--fiction.|birthmothers--fiction.|california--fiction.|domestic fiction.
"And injustice for all : workers' lives in the reconstruction of New Orleans / Advancement Project, National Immigration Law Center, New Orleans Worker Justice Coalition.","illegal aliens--united states.|emigration and immigration law--united states.|hurricane katrina, 2005--political aspects.|hurricane katrina, 2005--social aspects.|hurricane katrina, 2005--economic aspects.|hurricanes--economic aspects--louisiana--new orleans.|african americans--louisiana--new orleans.|mexicans--louisiana--new orleans.|united states--race relations--political aspects."
The Immigration Reform and Control Act [microform] : assessing the evaluation process : a report / of the United States Commission on Civil Rights.,united states.--immigration reform and control act of 1986.|emigration and immigration law--united states.|illegal aliens--united states.
"Performance, identity, and immigration law : a theatre of undocumentedness / by Gad Guterman.",hispanic american theater.|hispanic americans in the performing arts.|american drama--hispanic american authors--history and criticism.|american drama--20th century--history and criticism.|illegal aliens in literature.|emigration and immigration in literature.|citizenship in literature.|identity (psychology) in literature.|theater and society--united states.
